,Title,Type,Director,Cast,Release Year,Rating,Duration,Genre,Vote Average
149,Gina Brillon: Pacifically Speaking,Movie,Manny Rodriguez,"Gina Brillon, Gabriel Iglesias",2014,18+,53 min, Entertainment,10.0
150,Gina Brillon: Pacifically Speaking,Movie,Manny Rodriguez,"Gina Brillon, Gabriel Iglesias",2014,18+,53 min, and Culture,10.0
151,Gina Brillon: Pacifically Speaking,Movie,Manny Rodriguez,"Gina Brillon, Gabriel Iglesias",2014,18+,53 min, Comedy,10.0
152,Gina Brillon: Pacifically Speaking,Movie,Manny Rodriguez,"Gina Brillon, Gabriel Iglesias",2014,18+,53 min, Special Interest,10.0
153,Chonda Pierce: Laughing in the Dark,Movie,Rick Altizer,"Chonda Pierce, David Pierce, Zachary Pierce",2016,ALL,84 min,Documentary,10.0
154,Paquete #3,Movie,Alfredo Hueck,"Valentín Alemán, Leandro Arvelo, Daniela Bascopé, Beto Benites",2015,16+,100 min,Comedy,10.0
155,Paquete #3,Movie,Alfredo Hueck,"Valentín Alemán, Leandro Arvelo, Daniela Bascopé, Beto Benites",2015,16+,100 min, Drama,10.0
156,Deya Neya,Movie,Sunil Bandyopadhyay,"Uttam Kumar, Tanuja, Pahari Sanyal, Kamal Mitra, Tarun Kumar, Shyam Laha, Nripati Chatterjee, Chhaya Devi, Lily Chakravarty",1962,16+,122 min,Romance,10.0
157,Prema Kiligal,Movie,Mohan Bammidi,"Satya Dev, Priya Lal, Rahul Ramakrishna, Priyadarshi",2020,13+,118 min,Drama,10.0
158,Prema Kiligal,Movie,Mohan Bammidi,"Satya Dev, Priya Lal, Rahul Ramakrishna, Priyadarshi",2020,13+,118 min, Romance,10.0
159,Blacksmith,Movie,"Frank DiCesare, Mahmoud Salimi",Rob Flurry,2017,ALL,16 min,Documentary,10.0
160,Thomas Sowell: Common Sense in a Senseless World,Movie,Kyle Clark,"Jason Riley, Larry Elder, Walter E. Williams, Steven Pinker, Dave Rubin, Eva Moskowitz, Adaecus Brooks, Benjamin Lacasse, Sam Peltzman, Allen R. Sanderson, Eric July, Victor Davis Hanson, Patrick M. Byrne, Aaron Hunsaker, Jennifer Van Laar, Ron Losby",2021,ALL,57 min,Documentary,10.0
161,Thomas Sowell: Common Sense in a Senseless World,Movie,Kyle Clark,"Jason Riley, Larry Elder, Walter E. Williams, Steven Pinker, Dave Rubin, Eva Moskowitz, Adaecus Brooks, Benjamin Lacasse, Sam Peltzman, Allen R. Sanderson, Eric July, Victor Davis Hanson, Patrick M. Byrne, Aaron Hunsaker, Jennifer Van Laar, Ron Losby",2021,ALL,57 min, Talk Show and Variety,10.0
162,Criminal Mind,Movie,Joseph Vittorie,"Frank Rossi, Tahnee Welch, Lance Henriksen",1993,R,92 min,Suspense,10.0
163,Kuriyan Jawan Bapu Preshaan,Movie,Avtar Singh,"Karamjit Anmol, Ekta Gulati Khera, Love Gill, Pihu Sharma, Lucky Dhaliwal, Kaka Kautaki",2021,13+,106 min,Comedy,10.0
164,Kuriyan Jawan Bapu Preshaan,Movie,Avtar Singh,"Karamjit Anmol, Ekta Gulati Khera, Love Gill, Pihu Sharma, Lucky Dhaliwal, Kaka Kautaki",2021,13+,106 min, Drama,10.0
165,Night Kaleidoscope,Movie,Grant McPhee,Patrick O'Brien,2017,18+,83 min,Horror,10.0
166,The Waste Land,Movie,WANG MENG,"WANG MENG, Jiao Zhonghui",2021,16+,130 min,Drama,10.0
167,Lieutenant Jangles,Movie,Nic Champeaux,"Matt Dickie, Justin Gerardin, Jack McGirr",2021,18+,103 min,Action,10.0
168,Lieutenant Jangles,Movie,Nic Champeaux,"Matt Dickie, Justin Gerardin, Jack McGirr",2021,18+,103 min, Comedy,10.0
169,Head Count,Movie,Elle Callahan,"Isaac W. Jay, Ashleigh Morghan, Bevin Bru, Billy Meade, Hunter Peterson, Chelcie May, Tory Freeth, Michael Herman, Amaka Obiechie, Sam Marra, Cooper Rowe",2019,16+,90 min,Horror,10.0
170,Head Count,Movie,Elle Callahan,"Isaac W. Jay, Ashleigh Morghan, Bevin Bru, Billy Meade, Hunter Peterson, Chelcie May, Tory Freeth, Michael Herman, Amaka Obiechie, Sam Marra, Cooper Rowe",2019,16+,90 min, Suspense,10.0
171,Head Count,Movie,Elle Callahan,"Isaac W. Jay, Ashleigh Morghan, Bevin Bru, Billy Meade, Hunter Peterson, Chelcie May, Tory Freeth, Michael Herman, Amaka Obiechie, Sam Marra, Cooper Rowe",2019,16+,90 min, Young Adult Audience,10.0
172,Box Fan medium  8 Hours for Sleep,Movie,Mark Knight,Unknown,2019,ALL,540 min,Special Interest,10.0
173,South Bureau Homicide,Movie,"Mark Earl Burman, Mike Cooley",Unknown,2017,13+,79 min,Documentary,10.0
174,South Bureau Homicide,Movie,"Mark Earl Burman, Mike Cooley",Unknown,2017,13+,79 min, Drama,10.0
175,The Diabolical Schemes of Thadeus Jackson,Movie,Brandon Crowson,"Sean Simmons, Madeline Fleming, Nathan Cade, Harold Crowson, Philly Modlin, Joseph Gainer, Andi Hanson",2018,16+,93 min,Action,10.0
176,Kalathur Gramam,Movie,Saran K Advaithan,"Kishore, Yagna Shetty, Mithun kumar, Sulile Kumar",2017,13+,132 min,Action,10.0
177,Kalathur Gramam,Movie,Saran K Advaithan,"Kishore, Yagna Shetty, Mithun kumar, Sulile Kumar",2017,13+,132 min, Drama,10.0
178,She's Not Our Sister,Movie,Vernon Snoop Robinson,"Kellita Smith, Christian Keyes, Drew Sidora",2011,13+,88 min,Drama,10.0
179,Bad Boy Blues,Movie,Andy Wilson,"Clive Owen, Maynard Eziashi, Christopher Fulford",1996,18+,62 min,Action,10.0
180,Bad Boy Blues,Movie,Andy Wilson,"Clive Owen, Maynard Eziashi, Christopher Fulford",1996,18+,62 min, Drama,10.0
181,Bad Boy Blues,Movie,Andy Wilson,"Clive Owen, Maynard Eziashi, Christopher Fulford",1996,18+,62 min, Suspense,10.0
182,Rolling Stones - Sticky Fingers Live At The Fonda Theatre 2015,Movie,Paul Dugdale,The Rolling Stones,2017,13+,87 min,Music Videos and Concerts,10.0
183,Memories of Reality,Movie,"Nolan Lawlor, John Christensen","Zane Zakroff, Zachary Fox, Ernie Colquette, Nolan Lawlor, Zola Feasel, John Christensen, William Fuentes",2021,16+,98 min,Drama,10.0
184,Memories of Reality,Movie,"Nolan Lawlor, John Christensen","Zane Zakroff, Zachary Fox, Ernie Colquette, Nolan Lawlor, Zola Feasel, John Christensen, William Fuentes",2021,16+,98 min, Science Fiction,10.0
185,Memories of Reality,Movie,"Nolan Lawlor, John Christensen","Zane Zakroff, Zachary Fox, Ernie Colquette, Nolan Lawlor, Zola Feasel, John Christensen, William Fuentes",2021,16+,98 min, Suspense,10.0
186,Flesh Is Heir To,Movie,D. Allan Johnson,"Richard Brundage, Brandon J. Shaw, Heather Michelle, Elisa Marti",2020,18+,80 min,Horror,10.0
187,Flesh Is Heir To,Movie,D. Allan Johnson,"Richard Brundage, Brandon J. Shaw, Heather Michelle, Elisa Marti",2020,18+,80 min, Suspense,10.0
188,Sketchy Behaviour,Movie,Neville Shah,"Kanan Gill, Kenneth Sebastian",2019,PG-13,64 min,Arts,9.7
189,Sketchy Behaviour,Movie,Neville Shah,"Kanan Gill, Kenneth Sebastian",2019,PG-13,64 min, Entertainment,9.7
190,Sketchy Behaviour,Movie,Neville Shah,"Kanan Gill, Kenneth Sebastian",2019,PG-13,64 min, and Culture,9.7
191,Paranormal Doorways,Movie,Pia Justine Cruz,"Margareta Moir, Morrison James, Michael Morley, Daniel Harpur, John Ward",2020,16+,91 min,Suspense,9.5
192,Jatra,Movie,Kedar Shinde,"Bharat Jadhav, Siddarth Jadhav, Viju Khote, Sanjay Khapre, Priya Berde, Vijay Chavan, Upendra Limaye, Kranti Redkar, Amir Tadwalkar, Sunil Tawde, Kushal Badrike, Munir Baghman, Mohan Bagode, Vandan Bakmis, Shankar Bhake, Jaiwant Bhalekar, Dilip Budhkar, Kishore Chougule, Kamlakar Satputhe",2005,ALL,138 min,Comedy,9.5
193,Insaaf Ki Awaaz,Movie,"D. Rama Naidu, B. Gopal","Anil Kapoor, Rekha, Anupam Kher, Kader Khan, Gulshan Grover, Raj Babbar, Richa Sharma, Aruna Irani, Nilu Phule, Sushma Seth, Asrani, Pallavi Joshi, Jagdeep, Roopesh Kumar, Shafi Inamdar, Tej Sapru, Mohan Choti, Ghanshyam Rohera, Parikshat Sahni",1986,13+,154 min,Action,9.5
194,Insaaf Ki Awaaz,Movie,"D. Rama Naidu, B. Gopal","Anil Kapoor, Rekha, Anupam Kher, Kader Khan, Gulshan Grover, Raj Babbar, Richa Sharma, Aruna Irani, Nilu Phule, Sushma Seth, Asrani, Pallavi Joshi, Jagdeep, Roopesh Kumar, Shafi Inamdar, Tej Sapru, Mohan Choti, Ghanshyam Rohera, Parikshat Sahni",1986,13+,154 min, Drama,9.5
195,Bastille - ReOrchestrated,Movie,"Tom Middleton, Toby L",Bastille,2021,16+,71 min,Documentary,9.5
196,Bastille - ReOrchestrated,Movie,"Tom Middleton, Toby L",Bastille,2021,16+,71 min, Music Videos and Concerts,9.5
197,Casino.sk,Movie,Ján Sabol,"Tereza Brodská, Lukás Dóza, Marek Geisberg",2019,18+,105 min,Drama,9.5
198,The Jupiter Enigma,Movie,Thomas Lucas,Unknown,2018,ALL,45 min,Documentary,9.4
199,Calls,Movie,J. Sabarish,"V. J. Chitra, Vinodhini",2021,13+,144 min,Suspense,9.3
200,Alan Jackson - Small Town Southern Man,Movie,John Albarian,Alan Jackson,2019,13+,90 min,Documentary,9.125
201,Alan Jackson - Small Town Southern Man,Movie,John Albarian,Alan Jackson,2019,13+,90 min, Music Videos and Concerts,9.125
202,Tour Balas Perdidas en Madrid,Movie,Carlos Sánchez,Unknown,2021,G,116 min,Music Videos and Concerts,9.074
203,In Remembrance of Martin,Movie,Kell Kearns,Unknown,1986,Unknown,57 min,Documentary,9.0
204,The Lou Gehrig Story,Movie,John Hunter,Ed Smith,2007,G,59 min,Drama,9.0
205,Walter Williams: Suffer No Fools,Movie,Tony Machi,"Walter Williams, Thomas Sowell, Charles Murray, Shelby Steele, Larry Elder, Douglas H. Ginsburg, Jack Hirshleifer, Manny Klausner, Thomas C. Rustici, Willette Klausner, Steve Javie",2014,13+,55 min,Special Interest,9.0
206,Wash Your Hands & More Classic Kids Songs - KiiYii,Movie,Moonbug Entertainment,Unknown,2020,ALL,30 min,Kids,9.0
207,"RiffTrax: ""MANOS"" The Hands of Fate",Movie,Michael J. Nelson,"Michael J. Nelson, Kevin Murphy, Bill Corbett, Tom Neyman, John Reynolds, Diane Adelson, Harold Warren, Jackey Neyman Jones, Mystery Science Theater 3000 Guys",2013,13+,71 min,Comedy,9.0
208,"RiffTrax: ""MANOS"" The Hands of Fate",Movie,Michael J. Nelson,"Michael J. Nelson, Kevin Murphy, Bill Corbett, Tom Neyman, John Reynolds, Diane Adelson, Harold Warren, Jackey Neyman Jones, Mystery Science Theater 3000 Guys",2013,13+,71 min, Horror,9.0
209,Beatrix Farrand's American Landscapes,Movie,Stephen Ives,Lynden B. Miller,2019,Unknown,62 min,Documentary,9.0
210,Beatrix Farrand's American Landscapes,Movie,Stephen Ives,Lynden B. Miller,2019,Unknown,62 min, Special Interest,9.0
211,Corey Rodrigues: People Whisperer,Movie,Isaac Halasima,Corey Rodrigues,2018,7+,45 min,Arts,9.0
212,Corey Rodrigues: People Whisperer,Movie,Isaac Halasima,Corey Rodrigues,2018,7+,45 min, Entertainment,9.0
213,Corey Rodrigues: People Whisperer,Movie,Isaac Halasima,Corey Rodrigues,2018,7+,45 min, and Culture,9.0
214,Corey Rodrigues: People Whisperer,Movie,Isaac Halasima,Corey Rodrigues,2018,7+,45 min, Comedy,9.0
215,Corey Rodrigues: People Whisperer,Movie,Isaac Halasima,Corey Rodrigues,2018,7+,45 min, Special Interest,9.0
216,A Million Hits,Movie,Janet Harvey,"Tess Cline, Monica Perez, Kate St. Clair, Alyona Real, David Roland Strong, Fran Williams",2021,16+,71 min,Action,9.0
217,A Million Hits,Movie,Janet Harvey,"Tess Cline, Monica Perez, Kate St. Clair, Alyona Real, David Roland Strong, Fran Williams",2021,16+,71 min, Drama,9.0
218,Skin Deep: The Battle Over Morgellons,Movie,Pi Ware,"Cindy Casey, Steven R Feldman, Harry Quinn Schone",2020,16+,90 min,Documentary,9.0
219,Moon Point,Movie,Sean Cisterna,"Nick McKinlay, Paula Brancati, Art Hindle",2011,13+,83 min,Comedy,9.0
220,Extreme Raheem,Movie,Tamara Rothschild,"Farid Jamal Khan, Tiamarie Carvey, Jake Berry, Masie Dee, Satine Spark",2021,18+,100 min,Action,9.0
221,Extreme Raheem,Movie,Tamara Rothschild,"Farid Jamal Khan, Tiamarie Carvey, Jake Berry, Masie Dee, Satine Spark",2021,18+,100 min, Drama,9.0
222,Extreme Raheem,Movie,Tamara Rothschild,"Farid Jamal Khan, Tiamarie Carvey, Jake Berry, Masie Dee, Satine Spark",2021,18+,100 min, Suspense,9.0
223,Brazen Hussies,Movie,Elijah Moshinsky,"Julie Walters, Robert Lindsay, Alun Armstrong, Chrissy Rock",1996,18+,85 min,Comedy,9.0
224,Brazen Hussies,Movie,Elijah Moshinsky,"Julie Walters, Robert Lindsay, Alun Armstrong, Chrissy Rock",1996,18+,85 min, Drama,9.0
225,RiffTrax Presents: Devil Girl from Mars,Movie,Michael J. Nelson,"Bridget Nelson, Mary Jo Pehl, Hugh  McDermott, Hazel Court, Peter Reynolds, Adrienne Corri, John Laurie, Mystery Science Theater 3000 Guys",2018,13+,77 min,Comedy,9.0
226,RiffTrax Presents: Devil Girl from Mars,Movie,Michael J. Nelson,"Bridget Nelson, Mary Jo Pehl, Hugh  McDermott, Hazel Court, Peter Reynolds, Adrienne Corri, John Laurie, Mystery Science Theater 3000 Guys",2018,13+,77 min, Science Fiction,9.0
227,Royal Enchantimals: A Royal Rescue,Movie,Thom McKenna,Unknown,2021,ALL,26 min,Animation,9.0
228,Royal Enchantimals: A Royal Rescue,Movie,Thom McKenna,Unknown,2021,ALL,26 min, Kids,9.0
229,Pitruroon,Movie,Nitish Bhardwaj,"Sachin Khedekar, Tanuja, Suhas Joshi, Poorvi Bhave, Omkar Kulkarni",2013,ALL,105 min,Drama,9.0
230,The Kingsbury Run,Movie,James Neyman,"Deanna Sherman, Terry Kiser, Bruno Tatalovic, Mary Faktor, Andrew Gorell",2018,16+,125 min,Horror,9.0
231,The Kingsbury Run,Movie,James Neyman,"Deanna Sherman, Terry Kiser, Bruno Tatalovic, Mary Faktor, Andrew Gorell",2018,16+,125 min, Suspense,9.0
232,"Nas, Live from the Kennedy Center with the National Symphony Orchestra",Movie,Jason Goldwatch,Nas,2018,16+,52 min,Arts,9.0
233,"Nas, Live from the Kennedy Center with the National Symphony Orchestra",Movie,Jason Goldwatch,Nas,2018,16+,52 min, Entertainment,9.0
234,"Nas, Live from the Kennedy Center with the National Symphony Orchestra",Movie,Jason Goldwatch,Nas,2018,16+,52 min, and Culture,9.0
235,"Nas, Live from the Kennedy Center with the National Symphony Orchestra",Movie,Jason Goldwatch,Nas,2018,16+,52 min, Documentary,9.0
236,Chris Gethard: Half My Life,Movie,Kate Sweeney,"Chris Gethard, Carmen Christopher",2021,18+,54 min,Arts,9.0
237,Chris Gethard: Half My Life,Movie,Kate Sweeney,"Chris Gethard, Carmen Christopher",2021,18+,54 min, Entertainment,9.0
238,Chris Gethard: Half My Life,Movie,Kate Sweeney,"Chris Gethard, Carmen Christopher",2021,18+,54 min, and Culture,9.0
239,Chris Gethard: Half My Life,Movie,Kate Sweeney,"Chris Gethard, Carmen Christopher",2021,18+,54 min, Comedy,9.0
240,Rambo: Last Blood (4K UHD),Movie,Adrian Grunberg,"Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adrianna Barraza, Yvette Monreal, Oscar Jaenada",2019,R,89 min,Action,9.0
241,Rambo: Last Blood (4K UHD),Movie,Adrian Grunberg,"Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adrianna Barraza, Yvette Monreal, Oscar Jaenada",2019,R,89 min, Adventure,9.0
242,Tennessee Whiskey: The Dean Dillon Story,Movie,Cole Claassen,"Toby Keith, Kenny Chesney, George Strait, Pam Tillis, Kix Brooks, Dean Dillon",2017,13+,82 min,Documentary,9.0
243,The Lumineers: III,Movie,Kevin Phillips,"Anna Cordell, Charlie Tahan, Nick Stahl",2019,13+,44 min,Documentary,9.0
244,The Lumineers: III,Movie,Kevin Phillips,"Anna Cordell, Charlie Tahan, Nick Stahl",2019,13+,44 min, Music Videos and Concerts,9.0
245,White Wolves: Ghosts of the Arctic,Movie,Oliver Goetzl,Unknown,2018,ALL,54 min,Documentary,9.0
246,White Wolves: Ghosts of the Arctic,Movie,Oliver Goetzl,Unknown,2018,ALL,54 min, Special Interest,9.0
247,Yellow Brick Road,Movie,"Jesse Holland, Andy Mitton","Michael Laurino, Anessa Ramsey, Alex Draper, Cassidy Freeman, Clark Freeman, Tara Giordano, Sam Elmore, Laura Heisler, Lee Wilkof, Joseph Collier",2010,18+,100 min,Horror,9.0
248,Welcome to zama,Movie,Hakan Sahin,"Luke Oswald, Oscar Derkx, Warren Cowell, Kyle McNalley, Jean Dadswell, Andrea Rankin, Merran Carr-Wiggin, Shane Smith, Evan Hall, Contessa Young, Joshua Dean Abraham, Marcel Scherger",2020,13+,76 min,Arthouse,9.0
249,Welcome to zama,Movie,Hakan Sahin,"Luke Oswald, Oscar Derkx, Warren Cowell, Kyle McNalley, Jean Dadswell, Andrea Rankin, Merran Carr-Wiggin, Shane Smith, Evan Hall, Contessa Young, Joshua Dean Abraham, Marcel Scherger",2020,13+,76 min, Drama,9.0
250,Scarecrow County,Movie,John Oak Dalton,"Iabou Windimere, Jeff Kirkendall, Erin R. Ryan, Marie DeLorenzo, Joni Durian",2019,16+,75 min,Horror,9.0
251,Journey to Royal: A WWII Rescue Mission,Movie,Christopher Johnson,"Christopher Johnson, Mariana Tosca, Earl Holliman, Janis Paige, Marsha Hunt",2021,13+,90 min,Action,9.0
252,Journey to Royal: A WWII Rescue Mission,Movie,Christopher Johnson,"Christopher Johnson, Mariana Tosca, Earl Holliman, Janis Paige, Marsha Hunt",2021,13+,90 min, Documentary,9.0
253,Journey to Royal: A WWII Rescue Mission,Movie,Christopher Johnson,"Christopher Johnson, Mariana Tosca, Earl Holliman, Janis Paige, Marsha Hunt",2021,13+,90 min, Drama,9.0
254,Stree,Movie,Amar Kaushik,"Raj Kummar Rao, Pankaj Tripati, Shraddha Kapoor",2018,13+,129 min,Comedy,9.0
255,Stree,Movie,Amar Kaushik,"Raj Kummar Rao, Pankaj Tripati, Shraddha Kapoor",2018,13+,129 min, Horror,9.0
256,Stree,Movie,Amar Kaushik,"Raj Kummar Rao, Pankaj Tripati, Shraddha Kapoor",2018,13+,129 min, Romance,9.0
257,Halloween Heroes,Movie,Bobby Lacer,"Bobby Lacer, James Dickey, Eileen Lacer, Brayden Lacer",2021,7+,77 min,Comedy,9.0
258,Halloween Heroes,Movie,Bobby Lacer,"Bobby Lacer, James Dickey, Eileen Lacer, Brayden Lacer",2021,7+,77 min, Kids,9.0
259,Dogged,Movie,Richard Rowntree,"Sam Saunders, Nadia Lamin, Philip Ridout",2017,18+,116 min,Horror,9.0
260,Road to Damascus,Movie,Anthony G. Perkins,"Frank Red, Becky Killerson, Denzel Moore, Christopher Michael Carney, Ali Daniels, Carl Swanson, Jordan Curtis, Janan Terpstra, Tiffany Cornwell, Greg Creft, Brian Gibson, Rex Isom Jr., Rudy Pavich, Keilani Lee, Christian Reinhart, Holly Peterson, Susan Chambers, Joseph Singer",2021,18+,99 min,Drama,8.9
261,Road to Damascus,Movie,Anthony G. Perkins,"Frank Red, Becky Killerson, Denzel Moore, Christopher Michael Carney, Ali Daniels, Carl Swanson, Jordan Curtis, Janan Terpstra, Tiffany Cornwell, Greg Creft, Brian Gibson, Rex Isom Jr., Rudy Pavich, Keilani Lee, Christian Reinhart, Holly Peterson, Susan Chambers, Joseph Singer",2021,18+,99 min, Suspense,8.9
262,The Fatal Game,Movie,Richard Dennison,Mark Whetu,1998,13+,51 min,Action,8.8
263,The Fatal Game,Movie,Richard Dennison,Mark Whetu,1998,13+,51 min, Drama,8.8
264,The Fatal Game,Movie,Richard Dennison,Mark Whetu,1998,13+,51 min, International,8.8
265,Thaen,Movie,Ganesh Vinayakan,"Tharun, Abarnathi",2021,13+,99 min,Drama,8.8
266,RiffTrax Live: House on Haunted Hill,Movie,Michael J. Nelson,"Michael J. Nelson, Kevin Murphy, Bill Corbett, Paul F. Tompkins, Vincent Price, Carol Ohmart, Richard Long, Elisha Cook Jr., Alan Marshal, Mystery Science Theater 3000 Guys",2011,13+,116 min,Comedy,8.8
267,RiffTrax Live: House on Haunted Hill,Movie,Michael J. Nelson,"Michael J. Nelson, Kevin Murphy, Bill Corbett, Paul F. Tompkins, Vincent Price, Carol Ohmart, Richard Long, Elisha Cook Jr., Alan Marshal, Mystery Science Theater 3000 Guys",2011,13+,116 min, Horror,8.8
268,Revenge in Kind,Movie,Roger Lindley,"Chad Halbrook, Sasha Higgins, Chester Gayao, Abel Becerra",2020,16+,89 min,Drama,8.8
269,Revenge in Kind,Movie,Roger Lindley,"Chad Halbrook, Sasha Higgins, Chester Gayao, Abel Becerra",2020,16+,89 min, Suspense,8.8
270,My Name is Pauli Murray,Movie,"Julie Cohen, Betsy West","Pauli Murray, Ruth Bader Ginsburg, Patricia Bell-Scott, Dolores Chandler, Brittney Cooper",2021,PG-13,94 min,Documentary,8.7
271,My Name is Pauli Murray,Movie,"Julie Cohen, Betsy West","Pauli Murray, Ruth Bader Ginsburg, Patricia Bell-Scott, Dolores Chandler, Brittney Cooper",2021,PG-13,94 min, Drama,8.7
272,My Kingdom Come,Movie,Horacio Alcalá,"Simón González, Paqui Domínguez, Alberto Loureiro",2019,13+,90 min,Documentary,8.7
273,Sawah,Movie,Adolf El Assai,"Karim Kassem, Eric Kabongo, Jean-Luc Couchard, Sarah Abdulrahman, Mourade Zeguendi",2020,Unknown,84 min,Comedy,8.7
274,Sawah,Movie,Adolf El Assai,"Karim Kassem, Eric Kabongo, Jean-Luc Couchard, Sarah Abdulrahman, Mourade Zeguendi",2020,Unknown,84 min, Drama,8.7
275,Sawah,Movie,Adolf El Assai,"Karim Kassem, Eric Kabongo, Jean-Luc Couchard, Sarah Abdulrahman, Mourade Zeguendi",2020,Unknown,84 min, Suspense,8.7
276,Calcutta 71,Movie,Mrinal Sen,"Ranjit Mallick, Ajitesh Banerjee, Utpal Dutta",1972,ALL,117 min,Drama,8.6
277,Dilwale Dulhania Le Jayenge,Movie,Aditya Chopra,"Shah Rukh Khan, Kajol, Amrish Puri, Farida Jalal, Anupam Kher, Satish Shah, Achala Sachdev, Himani Shivpuri",1995,7+,190 min,Romance,8.548
278,Lucy Shimmers and the Prince of Peace,Movie,Rob Diamond,"Scarlett Diamond, Vincent Vargas, Adam Hightower",2020,Unknown,88 min,Drama,8.523
279,Lucy Shimmers and the Prince of Peace,Movie,Rob Diamond,"Scarlett Diamond, Vincent Vargas, Adam Hightower",2020,Unknown,88 min, Special Interest,8.523
280,Big Sur,Movie,Michael Polish,"Jean-Marc Barr, Kate Bosworth, Josh Lucas, Radha Mitchell",2013,R,80 min,Drama,8.5
281,Big Sur,Movie,Michael Polish,"Jean-Marc Barr, Kate Bosworth, Josh Lucas, Radha Mitchell",2013,R,80 min, Romance,8.5
282,TJ: January 3rd,Movie,Jonathan Miller,TJ,2020,18+,57 min,Arts,8.5
283,TJ: January 3rd,Movie,Jonathan Miller,TJ,2020,18+,57 min, Entertainment,8.5
284,TJ: January 3rd,Movie,Jonathan Miller,TJ,2020,18+,57 min, and Culture,8.5
285,TJ: January 3rd,Movie,Jonathan Miller,TJ,2020,18+,57 min, Comedy,8.5
286,TJ: January 3rd,Movie,Jonathan Miller,TJ,2020,18+,57 min, Special Interest,8.5
287,Big Red Button - Baby Monkey Songs,Movie,"Damien Eckhardt-Jacobi, Vincent Bova",Unknown,2019,ALL,30 min,Comedy,8.5
288,Big Red Button - Baby Monkey Songs,Movie,"Damien Eckhardt-Jacobi, Vincent Bova",Unknown,2019,ALL,30 min, Kids,8.5
289,On the Trail of Bigfoot: The Search,Movie,Seth Breedlove,"Brian Brown, Darryl Colyer, Loren Coleman",2020,13+,85 min,Documentary,8.5
290,David's Mother,Movie,Robert Allan Ackerman,"Kirstie Alley, Sam Waterston, Stockard Channing",1994,Unknown,92 min,Drama,8.5
291,Wild Colombia Revealed,Movie,Mike Slee,Unknown,2016,7+,91 min,Documentary,8.5
292,Wild Colombia Revealed,Movie,Mike Slee,Unknown,2016,7+,91 min, Special Interest,8.5
293,Take Me to Tarzana,Movie,Maceo Greenberg,"Andrew Creer, Samantha Robinson, Jonathan Bennett, Maria Conchita Alonso, Christopher Coppola, Kahyun Kim, Owen Harn, Oliver Cooper, Bob Wiltfong, Desiree Staples, Betsy Hume, Emanuel Hernandez, Ricky Faust, Cathy Le, Airial Le, Kent Shocknek, Denny Nolan, Elle Vernee",2021,18+,107 min,Comedy,8.5
294,Autobiography Mike Tyson,Movie,David Michaels,Mike Tyson,2017,PG-13,86 min,Documentary,8.5
295,Autobiography Mike Tyson,Movie,David Michaels,Mike Tyson,2017,PG-13,86 min, Sports,8.5
296,Aarohanam,Movie,Lakshmy Ramakrishnan,"Viji Chandrasekhar, Jayaprakash, Uma Padmanabhan, Rajie Vijay Sarathy, Sampath Raj",2012,18+,78 min,Drama,8.5
