,Title,Type,Director,Cast,Release Year,Date Added,Rating,Duration,Genre,Vote Average
152,Inside Out,Movie,Pete Docter,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling",2015,"November 12, 2019",PG,95 min,Animation,7.922
153,Inside Out,Movie,Pete Docter,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling",2015,"November 12, 2019",PG,95 min, Coming of Age,7.922
154,Inside Out,Movie,Pete Docter,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling",2015,"November 12, 2019",PG,95 min, Family,7.922
155,Free Solo,Movie,"Elizabeth Vasarhelyi, Jimmy Chin","Alex Honnold, Tommy Caldwell",2018,"November 12, 2019",TV-PG,101 min,Action-Adventure,7.916
156,Free Solo,Movie,"Elizabeth Vasarhelyi, Jimmy Chin","Alex Honnold, Tommy Caldwell",2018,"November 12, 2019",TV-PG,101 min, Documentary,7.916
157,Free Solo,Movie,"Elizabeth Vasarhelyi, Jimmy Chin","Alex Honnold, Tommy Caldwell",2018,"November 12, 2019",TV-PG,101 min, Sports,7.916
158,Mulan,Movie,Niki Caro,"Yifei Liu, Donnie Yen, Gong Li, Jet Li, Jason Lee, Yoson An",2020,"December 4, 2020",PG-13,117 min,Action-Adventure,7.915
159,Mulan,Movie,Niki Caro,"Yifei Liu, Donnie Yen, Gong Li, Jet Li, Jason Lee, Yoson An",2020,"December 4, 2020",PG-13,117 min, Coming of Age,7.915
160,Mulan,Movie,Niki Caro,"Yifei Liu, Donnie Yen, Gong Li, Jet Li, Jason Lee, Yoson An",2020,"December 4, 2020",PG-13,117 min, Drama,7.915
161,The Greatest Showman,Movie,Michael Gracey,"Hugh Jackman, Zac Efron, Michelle Williams, Rebecca Ferguson, Zendaya , Keala Settle",2017,"August 14, 2020",PG,106 min,Biographical,7.906
162,The Greatest Showman,Movie,Michael Gracey,"Hugh Jackman, Zac Efron, Michelle Williams, Rebecca Ferguson, Zendaya , Keala Settle",2017,"August 14, 2020",PG,106 min, Drama,7.906
163,The Greatest Showman,Movie,Michael Gracey,"Hugh Jackman, Zac Efron, Michelle Williams, Rebecca Ferguson, Zendaya , Keala Settle",2017,"August 14, 2020",PG,106 min, Family,7.906
164,Cradle of the Gods,Movie,Tim Conrad,Tim Conrad,2012,"July 31, 2020",TV-PG,45 min,Documentary,7.9
165,Cradle of the Gods,Movie,Tim Conrad,Tim Conrad,2012,"July 31, 2020",TV-PG,45 min, Historical,7.9
166,Happier Than Ever: A Love Letter to Los Angeles,Movie,"Robert Rodriguez, Patrick Osborne","Billie Eilish, FINNEAS",2021,"September 3, 2021",TV-14,66 min,Concert Film,7.9
167,Happier Than Ever: A Love Letter to Los Angeles,Movie,"Robert Rodriguez, Patrick Osborne","Billie Eilish, FINNEAS",2021,"September 3, 2021",TV-14,66 min, Music,7.9
168,"Miraculous World: Shanghai, The Legend of Ladydragon",Movie,Thomas Astruc,"Cristina 'Vee"" Valenzuela, Bryce Papenbrook, Keith Silverstein, Carrie Keranen, Todd Haberkorn, Max Mittelman",2021,"July 9, 2021",TV-Y7-FV,54 min,Animation,7.896
169,"Miraculous World: Shanghai, The Legend of Ladydragon",Movie,Thomas Astruc,"Cristina 'Vee"" Valenzuela, Bryce Papenbrook, Keith Silverstein, Carrie Keranen, Todd Haberkorn, Max Mittelman",2021,"July 9, 2021",TV-Y7-FV,54 min, Fantasy,7.896
170,Star Wars: Return of the Jedi (Episode VI),Movie,Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, Peter Mayhew",1983,"November 12, 2019",PG,135 min,Action-Adventure,7.892
171,Star Wars: Return of the Jedi (Episode VI),Movie,Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, Peter Mayhew",1983,"November 12, 2019",PG,135 min, Science Fiction,7.892
172,Raya and the Last Dragon,Movie,"Don Hall, Carlos López Estrada","Kelly Marie Tran, Awkwafina , Izaac Wang, Gemma Chan, Daniel Dae Kim, Benedict Wong",2021,"June 4, 2021",PG,112 min,Action-Adventure,7.889
173,Raya and the Last Dragon,Movie,"Don Hall, Carlos López Estrada","Kelly Marie Tran, Awkwafina , Izaac Wang, Gemma Chan, Daniel Dae Kim, Benedict Wong",2021,"June 4, 2021",PG,112 min, Animation,7.889
174,Raya and the Last Dragon,Movie,"Don Hall, Carlos López Estrada","Kelly Marie Tran, Awkwafina , Izaac Wang, Gemma Chan, Daniel Dae Kim, Benedict Wong",2021,"June 4, 2021",PG,112 min, Family,7.889
175,Luca,Movie,Enrico Casarosa,"Jacob Tremblay, Jack Dylan Grazer, Emma Berman, Maya Rudolph, Marco Barricelli, Jim Gaffigan",2021,"June 18, 2021",PG,101 min,Animation,7.858
176,Luca,Movie,Enrico Casarosa,"Jacob Tremblay, Jack Dylan Grazer, Emma Berman, Maya Rudolph, Marco Barricelli, Jim Gaffigan",2021,"June 18, 2021",PG,101 min, Buddy,7.858
177,Luca,Movie,Enrico Casarosa,"Jacob Tremblay, Jack Dylan Grazer, Emma Berman, Maya Rudolph, Marco Barricelli, Jim Gaffigan",2021,"June 18, 2021",PG,101 min, Coming of Age,7.858
178,Disney's Broadway Hits at London's Royal Albert Hall,Movie,Jay Hatcher,"John Barrowman, Ashley Brown, Merle Dandridge, Trevor Dion Nicholas, Jade Ewen, Alton Fitzgerald White",2016,"September 17, 2021",TV-G,116 min,Concert Film,7.857
179,Disney's Broadway Hits at London's Royal Albert Hall,Movie,Jay Hatcher,"John Barrowman, Ashley Brown, Merle Dandridge, Trevor Dion Nicholas, Jade Ewen, Alton Fitzgerald White",2016,"September 17, 2021",TV-G,116 min, Music,7.857
180,Isle of Dogs,Movie,Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban, Jeff Goldblum, Bill Murray",2018,"January 15, 2021",PG-13,102 min,Action-Adventure,7.856
181,Isle of Dogs,Movie,Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban, Jeff Goldblum, Bill Murray",2018,"January 15, 2021",PG-13,102 min, Animation,7.856
182,Isle of Dogs,Movie,Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban, Jeff Goldblum, Bill Murray",2018,"January 15, 2021",PG-13,102 min, Comedy,7.856
183,Us Again,Movie,Zach A. Parrish,Unknown,2021,"June 4, 2021",G,7 min,Animation,7.852
184,Us Again,Movie,Zach A. Parrish,Unknown,2021,"June 4, 2021",G,7 min, Dance,7.852
185,Us Again,Movie,Zach A. Parrish,Unknown,2021,"June 4, 2021",G,7 min, Family,7.852
186,Inner Workings,Movie,Leo Matsuda,"Este Haim, Tucker Gilmore, Raymond Persi, Terri Douglas",2016,"November 12, 2019",G,6 min,Animation,7.851
187,Inner Workings,Movie,Leo Matsuda,"Este Haim, Tucker Gilmore, Raymond Persi, Terri Douglas",2016,"November 12, 2019",G,6 min, Comedy,7.851
188,Inner Workings,Movie,Leo Matsuda,"Este Haim, Tucker Gilmore, Raymond Persi, Terri Douglas",2016,"November 12, 2019",G,6 min, Family,7.851
189,Tim Burton’s The Nightmare Before Christmas,Movie,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens",1993,"November 12, 2019",PG,78 min,Animation,7.844
190,Tim Burton’s The Nightmare Before Christmas,Movie,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens",1993,"November 12, 2019",PG,78 min, Family,7.844
191,Tim Burton’s The Nightmare Before Christmas,Movie,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens",1993,"November 12, 2019",PG,78 min, Fantasy,7.844
192,"Monsters, Inc.",Movie,Pete Docter,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly",2001,"November 12, 2019",G,93 min,Animation,7.835
193,"Monsters, Inc.",Movie,Pete Docter,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly",2001,"November 12, 2019",G,93 min, Buddy,7.835
194,"Monsters, Inc.",Movie,Pete Docter,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly",2001,"November 12, 2019",G,93 min, Comedy,7.835
195,Wild Portugal,Movie,Christian Baumeister,Bart Thomasson,2020,"October 9, 2020",TV-14,45 min,Animals & Nature,7.833
196,Wild Portugal,Movie,Christian Baumeister,Bart Thomasson,2020,"October 9, 2020",TV-14,45 min, Documentary,7.833
197,Wild Portugal,Movie,Christian Baumeister,Bart Thomasson,2020,"October 9, 2020",TV-14,45 min, Family,7.833
198,Finding Nemo,Movie,Andrew Stanton,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney",2003,"November 12, 2019",G,103 min,Action-Adventure,7.825
199,Finding Nemo,Movie,Andrew Stanton,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney",2003,"November 12, 2019",G,103 min, Animation,7.825
200,Finding Nemo,Movie,Andrew Stanton,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney",2003,"November 12, 2019",G,103 min, Comedy,7.825
201,Ratatouille,Movie,Brad Bird,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn, Peter O'Toole",2007,"November 12, 2019",G,111 min,Animation,7.808
202,Ratatouille,Movie,Brad Bird,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn, Peter O'Toole",2007,"November 12, 2019",G,111 min, Comedy,7.808
203,Ratatouille,Movie,Brad Bird,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn, Peter O'Toole",2007,"November 12, 2019",G,111 min, Family,7.808
204,Playing with Sharks,Movie,Unknown,"Valerie Taylor, Dr. Sylvia Earle, Jeremiah Sullivan, Wendy Benchley, Jean Michel Cousteau, Michele Hall",2021,"July 23, 2021",TV-14,91 min,Animals & Nature,7.8
205,Playing with Sharks,Movie,Unknown,"Valerie Taylor, Dr. Sylvia Earle, Jeremiah Sullivan, Wendy Benchley, Jean Michel Cousteau, Michele Hall",2021,"July 23, 2021",TV-14,91 min, Biographical,7.8
206,Playing with Sharks,Movie,Unknown,"Valerie Taylor, Dr. Sylvia Earle, Jeremiah Sullivan, Wendy Benchley, Jean Michel Cousteau, Michele Hall",2021,"July 23, 2021",TV-14,91 min, Documentary,7.8
207,Penguins: Life on the Edge,Movie,"Alastair Fothergill, Jeff Wilson",Blair Underwood,2020,"April 3, 2020",G,78 min,Animals & Nature,7.8
208,Penguins: Life on the Edge,Movie,"Alastair Fothergill, Jeff Wilson",Blair Underwood,2020,"April 3, 2020",G,78 min, Documentary,7.8
209,Penguins: Life on the Edge,Movie,"Alastair Fothergill, Jeff Wilson",Blair Underwood,2020,"April 3, 2020",G,78 min, Family,7.8
210,The Olympic Elk,Movie,James Algar,Winston Hibler,1952,"April 24, 2020",TV-G,27 min,Animals & Nature,7.8
211,The Olympic Elk,Movie,James Algar,Winston Hibler,1952,"April 24, 2020",TV-G,27 min, Documentary,7.8
212,The Olympic Elk,Movie,James Algar,Winston Hibler,1952,"April 24, 2020",TV-G,27 min, Family,7.8
213,Pirates of the Caribbean: The Curse of the Black Pearl,Movie,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Kevin McNally",2003,"November 12, 2019",PG-13,144 min,Action-Adventure,7.795
214,Pirates of the Caribbean: The Curse of the Black Pearl,Movie,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport, Kevin McNally",2003,"November 12, 2019",PG-13,144 min, Fantasy,7.795
215,Partly Cloudy,Movie,Peter Sohn,"Tony Fucile, Lori Richardson",2009,"November 12, 2019",G,6 min,Animation,7.794
216,Partly Cloudy,Movie,Peter Sohn,"Tony Fucile, Lori Richardson",2009,"November 12, 2019",G,6 min, Comedy,7.794
217,Partly Cloudy,Movie,Peter Sohn,"Tony Fucile, Lori Richardson",2009,"November 12, 2019",G,6 min, Family,7.794
218,Toy Story 3,Movie,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger",2010,"November 12, 2019",G,103 min,Animation,7.791
219,Toy Story 3,Movie,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger",2010,"November 12, 2019",G,103 min, Comedy,7.791
220,Toy Story 3,Movie,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger",2010,"November 12, 2019",G,103 min, Drama,7.791
221,Presto,Movie,Doug Sweetland,Unknown,2008,"November 12, 2019",G,5 min,Animation,7.788
222,Presto,Movie,Doug Sweetland,Unknown,2008,"November 12, 2019",G,5 min, Family,7.788
223,Presto,Movie,Doug Sweetland,Unknown,2008,"November 12, 2019",G,5 min, Kids,7.788
224,Fantastic Mr. Fox,Movie,Wes Anderson,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Wally Wolodarsky, Eric Anderson",2009,"May 22, 2020",PG,88 min,Animation,7.786
225,Fantastic Mr. Fox,Movie,Wes Anderson,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Wally Wolodarsky, Eric Anderson",2009,"May 22, 2020",PG,88 min, Comedy,7.786
226,Fantastic Mr. Fox,Movie,Wes Anderson,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Wally Wolodarsky, Eric Anderson",2009,"May 22, 2020",PG,88 min, Crime,7.786
227,Descendants 3,Movie,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jefferey",2019,"February 2, 2020",TV-G,109 min,Coming of Age,7.753
228,Descendants 3,Movie,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jefferey",2019,"February 2, 2020",TV-G,109 min, Fantasy,7.753
229,Descendants 3,Movie,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jefferey",2019,"February 2, 2020",TV-G,109 min, Musical,7.753
230,Baymax!,Movie,Unknown,Unknown,2021,"November 12, 2021",TV-G,1 min,Animation,7.735
231,Big Hero 6,Movie,"Don Hall, Chris Williams","Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung, Damon Wayans Jr.",2014,"November 12, 2019",PG,105 min,Action-Adventure,7.735
232,Big Hero 6,Movie,"Don Hall, Chris Williams","Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung, Damon Wayans Jr.",2014,"November 12, 2019",PG,105 min, Animation,7.735
233,Big Hero 6,Movie,"Don Hall, Chris Williams","Scott Adsit, Ryan Potter, Daniel Henney, T. J. Miller, Jamie Chung, Damon Wayans Jr.",2014,"November 12, 2019",PG,105 min, Family,7.735
234,Beauty and the Beast,Movie,Bill Condon,"Emma Watson, Dan Stevens, Luke Evans, Kevin Kline, Josh Gad, Ewan McGregor",2017,"August 21, 2020",PG,138 min,Family,7.734
235,Beauty and the Beast,Movie,Bill Condon,"Emma Watson, Dan Stevens, Luke Evans, Kevin Kline, Josh Gad, Ewan McGregor",2017,"August 21, 2020",PG,138 min, Fantasy,7.734
236,Beauty and the Beast,Movie,Bill Condon,"Emma Watson, Dan Stevens, Luke Evans, Kevin Kline, Josh Gad, Ewan McGregor",2017,"August 21, 2020",PG,138 min, Musical,7.734
237,Onward,Movie,Dan Scanlon,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer, Mel Rodriguez, Kyle Bornheimer",2020,"April 3, 2020",PG,103 min,Action-Adventure,7.721
238,Onward,Movie,Dan Scanlon,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer, Mel Rodriguez, Kyle Bornheimer",2020,"April 3, 2020",PG,103 min, Animation,7.721
239,Onward,Movie,Dan Scanlon,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer, Mel Rodriguez, Kyle Bornheimer",2020,"April 3, 2020",PG,103 min, Comedy,7.721
240,The Sound of Music,Movie,Robert Wise,"Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson",1965,"November 12, 2019",G,175 min,Biographical,7.703
241,The Sound of Music,Movie,Robert Wise,"Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson",1965,"November 12, 2019",G,175 min, Family,7.703
242,The Sound of Music,Movie,Robert Wise,"Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson",1965,"November 12, 2019",G,175 min, Historical,7.703
243,The Incredibles,Movie,Brad Bird,"Craig Nelson, Holly Hunter, Samuel Jackson, Jason Lee, Dominique Louis, Teddy Newton",2004,"November 12, 2019",PG,116 min,Action-Adventure,7.703
244,The Incredibles,Movie,Brad Bird,"Craig Nelson, Holly Hunter, Samuel Jackson, Jason Lee, Dominique Louis, Teddy Newton",2004,"November 12, 2019",PG,116 min, Animation,7.703
245,The Incredibles,Movie,Brad Bird,"Craig Nelson, Holly Hunter, Samuel Jackson, Jason Lee, Dominique Louis, Teddy Newton",2004,"November 12, 2019",PG,116 min, Family,7.703
246,The Straight Story,Movie,David Lynch,"Richard Farnsworth, Sissy Spacek, Harry Stanton, Everett McGill, John Farley, Kevin Farley",1999,"April 3, 2020",G,112 min,Biographical,7.7
247,The Straight Story,Movie,David Lynch,"Richard Farnsworth, Sissy Spacek, Harry Stanton, Everett McGill, John Farley, Kevin Farley",1999,"April 3, 2020",G,112 min, Drama,7.7
248,Into the Grand Canyon,Movie,Pete McBride,Unknown,2019,"November 12, 2019",TV-PG,82 min,Action-Adventure,7.7
249,Into the Grand Canyon,Movie,Pete McBride,Unknown,2019,"November 12, 2019",TV-PG,82 min, Animals & Nature,7.7
250,Into the Grand Canyon,Movie,Pete McBride,Unknown,2019,"November 12, 2019",TV-PG,82 min, Documentary,7.7
251,Empire of Dreams: The Story of the Star Wars Trilogy,Movie,"Edith Becker, Kevin Burns","Robert Clotworthy, Walter Cronkite, Anthony Daniels, Warwick Davis, Carrie Fisher, Harrison Ford",2004,"November 12, 2019",TV-14,151 min,Documentary,7.7
252,Decorating Disney: Holiday Magic,Movie,Unknown,"Whoopi Goldberg, Sofia Carson, Jordan Fisher",2017,"November 12, 2019",TV-PG,42 min,Documentary,7.7
253,Decorating Disney: Holiday Magic,Movie,Unknown,"Whoopi Goldberg, Sofia Carson, Jordan Fisher",2017,"November 12, 2019",TV-PG,42 min, Family,7.7
254,Decorating Disney: Holiday Magic,Movie,Unknown,"Whoopi Goldberg, Sofia Carson, Jordan Fisher",2017,"November 12, 2019",TV-PG,42 min, Reality,7.7
255,Lost on Everest,Movie,Renan Ozturk,Tate Donovan,2020,"October 16, 2020",TV-14,60 min,Animals & Nature,7.7
256,Lost on Everest,Movie,Renan Ozturk,Tate Donovan,2020,"October 16, 2020",TV-14,60 min, Documentary,7.7
257,Lost on Everest,Movie,Renan Ozturk,Tate Donovan,2020,"October 16, 2020",TV-14,60 min, Survival,7.7
258,Marvel Studios' Captain America: The Winter Soldier,Movie,"Anthony Russo, Joe Russo","Chris Evans, Scarlett Johansson, Sebastian Stan, Anthony Mackie, Cobie Smulders, Frank Grillo",2014,"November 12, 2019",PG-13,138 min,Action-Adventure,7.7
259,Marvel Studios' Captain America: The Winter Soldier,Movie,"Anthony Russo, Joe Russo","Chris Evans, Scarlett Johansson, Sebastian Stan, Anthony Mackie, Cobie Smulders, Frank Grillo",2014,"November 12, 2019",PG-13,138 min, Science Fiction,7.7
260,Marvel Studios' Captain America: The Winter Soldier,Movie,"Anthony Russo, Joe Russo","Chris Evans, Scarlett Johansson, Sebastian Stan, Anthony Mackie, Cobie Smulders, Frank Grillo",2014,"November 12, 2019",PG-13,138 min, Superhero,7.7
261,Zootopia,Movie,"Byron Howard, Rich Moore","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence, Bonnie Hunt",2016,"November 12, 2019",PG,109 min,Animation,7.7
262,Zootopia,Movie,"Byron Howard, Rich Moore","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence, Bonnie Hunt",2016,"November 12, 2019",PG,109 min, Comedy,7.7
263,Zootopia,Movie,"Byron Howard, Rich Moore","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate, Nate Torrence, Bonnie Hunt",2016,"November 12, 2019",PG,109 min, Family,7.7
264,Before the Flood,Movie,Fisher Stevens,"Leonardo DiCaprio, John Kerry, Barack Obama, Bill Clinton",2016,"November 12, 2019",TV-14,96 min,Documentary,7.693
265,Geri's Game,Movie,Jan Pinkava,Bob Peterson,1997,"November 12, 2019",G,5 min,Animation,7.685
266,Geri's Game,Movie,Jan Pinkava,Bob Peterson,1997,"November 12, 2019",G,5 min, Family,7.685
267,Geri's Game,Movie,Jan Pinkava,Bob Peterson,1997,"November 12, 2019",G,5 min, Kids,7.685
268,The Princess Bride,Movie,Rob Reiner,"Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Andre the Giant",1987,"May 1, 2020",PG,99 min,Action-Adventure,7.676
269,The Princess Bride,Movie,Rob Reiner,"Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Andre the Giant",1987,"May 1, 2020",PG,99 min, Comedy,7.676
270,The Princess Bride,Movie,Rob Reiner,"Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest, Wallace Shawn, Andre the Giant",1987,"May 1, 2020",PG,99 min, Family,7.676
271,Marvel Studios' Iron Man 2,Movie,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell, Clark Gregg",2010,"November 12, 2019",PG-13,125 min,Action-Adventure,7.639
272,Marvel Studios' Iron Man 2,Movie,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell, Clark Gregg",2010,"November 12, 2019",PG-13,125 min, Science Fiction,7.639
273,Marvel Studios' Iron Man 2,Movie,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell, Clark Gregg",2010,"November 12, 2019",PG-13,125 min, Superhero,7.639
274,Marvel Studios' Iron Man,Movie,Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub",2008,"November 12, 2019",PG-13,127 min,Action-Adventure,7.639
275,Marvel Studios' Iron Man,Movie,Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub",2008,"November 12, 2019",PG-13,127 min, Science Fiction,7.639
276,Marvel Studios' Iron Man,Movie,Jon Favreau,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub",2008,"November 12, 2019",PG-13,127 min, Superhero,7.639
277,George & A.J.,Movie,Josh Cooley,"Jason Topolski, A.J. Riebli  III, Steve Purcell, Peter Sohn, Bob Peterson, Kim Donovan",2009,"November 12, 2019",TV-G,4 min,Animation,7.627
